"","X1","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"143",143,"5-0.576057-32",7,0.318057,32,2,196106.406648461,137497.692737395,105627.038595831,71609.8554542279,41187.2081410089,23202.446759784,13073.4566451747,7367.84023402645,4153.28450857947,2341.82425843284,1320.80406782402,745.169955860577,420.549971611254,237.431839340987,134.101773549345,75.7741365664765,42.836779893462,71.8007656659411,62163.933914588,243678.069422239,797076268.03515,31450.725586635
"144",144,"5-0.576057-32",7,0.318057,32,3,213947.664402587,151510.874762223,106230.061834615,71478.0661716015,48458.5580997077,27871.4809016975,15701.1504524408,8846.8389495514,4985.83486567916,2810.5374237525,1584.71799959306,893.791228218459,504.258266842996,284.587157785572,160.670685737941,90.74698648105,51.276536951102,97.1754949805887,72211.7945134937,284704.145030822,897277345.797449,72476.8011952176
"145",145,"5-0.576057-32",7,0.318057,32,4,228792.688108128,165294.945437852,117056.579453643,71886.1334197022,48369.3759812889,32792.0205704605,18860.6968696243,10625.005547151,5986.67678514749,3373.9262142275,1901.8973041688,1072.38240836861,604.830632416479,341.232758620609,192.58080095969,108.726232030011,61.4086998063578,131.517773343213,81408.6510956537,324306.903572988,995092496.479387,112079.559737384
"146",146,"5-0.576057-32",7,0.318057,32,5,239821.816120838,176764.139973267,127706.086736659,79212.4634301651,48645.5160506306,32731.6708205631,22190.4376700799,12763.0780604194,7189.96631609505,4051.1983019247,2283.14382760868,1287.01839193979,725.683705286221,409.290315634989,230.913012660802,130.319882270373,73.5752976789106,177.996774892806,90389.2888129162,361778.599560066,1092484188.6903,149551.255724462
"147",147,"5-0.576057-32",7,0.318057,32,6,248937.44380025,185285.191690184,136567.131750828,86419.0101287145,53603.2608501097,32918.5354568478,22149.5988519709,15016.3215143038,8636.80502912431,4865.46716584474,2741.45544690755,1545.00881363855,870.928381653708,491.071875115024,276.967722027078,156.259380346806,88.1877717318178,240.901674860018,99410.8877309626,397964.217298086,1189627948.47503,185736.873462482
"148",148,"5-0.576057-32",7,0.318057,32,7,257312.700759931,192327.88217296,143150.455679855,92415.300191298,58479.9479998712,36273.4530570186,22276.0505921223,14988.6857897586,10161.5801893344,5844.54633576499,3292.47310782537,1855.14936748676,1045.51110856688,589.359290217068,332.309496234136,187.424710809138,105.741091266411,326.037463236685,108505.854857235,434681.25526747,1285207304.7774,222453.911431866
"149",149,"5-0.576057-32",7,0.318057,32,8,265001.091568678,198798.565767679,148591.604768052,96870.2510228613,62537.6516293127,39573.5187544263,24546.3312457612,15074.2559805943,10142.8790293473,6876.36528332954,3955.01829156925,2228.0243183742,1255.38395291769,707.499833326179,398.820821874737,224.874619955622,126.830743903272,441.260640863461,117497.975563783,471455.582700591,1377642018.4949,259228.238864987
"150",150,"5-0.576057-32",7,0.318057,32,9,271856.5618443,204738.579849092,153590.824061805,100552.289445465,65552.327365401,42319.3763718093,26779.4934874152,16610.5602540657,10200.7845793294,6863.71016425384,4653.25260724799,2676.37020702993,1507.70931172328,849.521282147919,478.766806067418,269.882990904,152.173185759807,597.204233042026,126205.93022021,507456.251861269,1465781212.59952,295228.908025665
"151",151,"5-0.576057-32",7,0.318057,32,10,277825.053501473,210035.083497889,158180.050619752,103935.272933741,68043.9714511952,44359.4145534586,28637.6218140465,18121.7464105918,11240.4053050329,6902.89498651475,4644.68885831848,3148.86701544975,1811.10603213806,1020.27044763849,574.873055486284,323.982626984338,182.630456546638,808.259026378185,134517.579831724,541961.186137871,1549020566.35217,329733.842302267
"152",152,"5-0.576057-32",7,0.318057,32,11,282989.998314124,214646.31169509,162272.104085649,107040.813370604,70333.244357517,46045.5159836232,30018.1204636251,19379.1462321894,12263.0285417506,7606.40878386298,4671.20531997187,3143.07190634893,2130.84573692456,1225.5797239975,690.419418538091,389.017952662183,219.239807892805,1093.90157935441,142378.222896311,574629.771790408,1627211727.03017,362402.427954804
"153",153,"5-0.576057-32",7,0.318057,32,12,287480.101951715,218636.72343144,165834.717004964,109809.915603342,72434.7708965129,47594.6723592842,31159.1092786054,20313.3329246892,13113.9139669893,8298.42034032079,5147.27476609072,3161.01565849699,2126.92417292648,1441.94833643079,829.352690135195,467.208449090916,263.249366184787,1480.49155810377,149774.645662971,605409.669900788,1700575954.36594,393182.326065184
"154",154,"5-0.576057-32",7,0.318057,32,13,291416.698198864,222105.756093509,168917.690086612,112220.744169358,74308.628909184,49016.7803253183,32207.4270521762,21085.4427471588,13746.08030537,8874.21651465433,5615.56061866746,3483.17297564158,2139.06675233093,1439.29460482308,975.769840540611,561.224921697456,316.161059554405,2003.70425912548,156725.890583235,634399.005792097,1769680497.118,422171.661956493
"155",155,"5-0.576057-32",7,0.318057,32,14,294907.004042868,225147.151584786,171597.848181349,114306.999325848,75940.042286487,50284.8244625624,33169.7708672698,21794.8418573135,14268.5688434933,9302.00496699499,6005.20324803103,3800.06311667623,2357.07136874962,1447.51151694807,973.974054102032,660.305752746608,379.782228333969,2711.82279700388,163283.341098534,661818.639394789,1835456907.68361,449591.295559185
"156",156,"5-0.576057-32",7,0.318057,32,15,298050.896797456,227843.745238458,173947.615836862,116120.668630532,77351.8160719567,51388.8057431726,34027.8593260143,22446.0621869707,14748.6208946706,9655.57419319267,6294.68870280038,4063.73520305834,2571.51167467046,1595.03575510942,979.534457919125,659.090539827708,446.830460417492,3670.19376679849,169533.787278145,688027.277329041,1899243713.29315,475799.933493437
"157",157,"5-0.576057-32",7,0.318057,32,16,300947.508300234,230272.701790909,176030.991236619,117710.761945666,78579.1303685328,52344.156393902,34774.926062682,23026.7326710682,15189.3032278528,9980.4265485745,6533.94983216993,4259.63069314109,2749.93919747681,1740.14801594936,1079.36445786413,662.853278206654,446.00812296882,4967.25755854292,175603.696195943,713551.184689904,1962958284.34888,501323.8408543
"158",158,"5-0.576057-32",7,0.318057,32,17,303703.519561348,232510.610027221,177907.591488037,119120.586992962,79655.1502656071,53174.6828733926,35421.4141015184,23532.2744939576,15582.2443141312,10278.6373229235,6753.77818732084,4421.5392637563,2882.50213769547,1860.89034150852,1177.56226706634,730.408474649144,448.554376905426,6722.70981333626,181675.635127305,739159.949132359,2029879390.54806,526932.605296755
"159",159,"5-0.576057-32",7,0.318057,32,18,306462.948737473,234639.891187191,179636.588721304,120390.486809635,80609.1822006177,53902.8280758661,35983.4333292415,23969.7544747787,15924.345658156,10544.5414828803,6955.57812174445,4570.29763021959,2992.06604934186,1950.59599584488,1259.26888358007,796.859163765964,494.269137687733,9098.54717651986,188063.69150953,766191.695526372,2102998064.53103,553964.351690768
"160",160,"5-0.576057-32",7,0.318057,32,19,309326.543275267,236771.813012001,181281.661193312,121560.503315758,81468.5264020086,54548.423736665,36476.1709053093,24350.0742118738,16220.3893931085,10776.0422693329,7135.51609400383,4706.85612185116,3092.73118681986,2024.73815329612,1319.97291146781,852.150223890947,539.236475757439,12314.0166721364,195053.883911168,795864.253896467,2185918312.64735,583636.910060863
"161",161,"6-0.576057-32",6,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"162",162,"6-0.576057-32",6,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,59272.5753571195,33390.677254221,18814.0318111926,10603.0703512465,5976.9982022458,3370.12293612796,1900.77119027013,1072.37524358031,605.214118869672,341.688529636119,192.98607108824,109.046677900104,61.646476634174,34.86854362388,51.6642968256444,62250.1402347975,243874.739395157,678404669.390901,-10798.0732075677
"163",163,"6-0.576057-32",6,0.318057,32,2,193475.631688903,137497.692737395,105627.038595831,69736.7864029231,39060.7538919565,22004.5277036577,12398.4871901498,6987.44603206096,3938.85459479275,2220.91822062057,1252.61227845645,706.697578381604,398.837398352829,225.173471599759,127.178233473669,71.8619938905655,40.6251599092106,68.0937641446716,72872.0868830477,285431.075479268,767878666.458488,30758.2628765429
"164",164,"6-0.576057-32",6,0.318057,32,3,209119.2824501,149478.350571722,106230.061834615,69608.4442774655,45956.6913448334,25741.1203312044,14501.0308049332,8170.62956770692,4604.74187509515,2595.71359969466,1463.58985596872,825.474169732583,465.715215154554,262.834698274956,148.389799231141,83.8107277809057,47.3572076231289,89.7478723273484,83156.3401324688,327096.034506063,852070508.507928,72423.2219033381
"165",165,"6-0.576057-32",6,0.318057,32,4,222370.201700961,161564.560562569,115486.260954921,70005.8378811576,45872.1136097465,30285.5578569613,16963.4533357532,9556.21030533033,5384.46235486895,3034.53474115789,1710.58081213438,964.50884440761,543.989242812926,306.907322539792,173.20862813415,97.7891949678583,55.2314488046367,118.288079510087,92406.2563393019,366919.518844182,933162111.246023,112246.706241457
"166",166,"6-0.576057-32",6,0.318057,32,5,232229.631485814,171802.157596819,124824.009168092,76105.6928922624,46133.996844253,30229.8209487021,19958.2473817596,11178.9520180846,6297.56302349449,3548.3722044613,1999.76488260895,1127.27641261598,635.613390695969,358.490074125574,202.25258175704,114.144856280465,64.4432885684165,155.904194621458,101300.067314655,403974.33487959,1013120430.17971,149301.522276865
"167",167,"6-0.576057-32",6,0.318057,32,6,240392.423274113,179419.506039889,132733.527824985,82259.288929927,50153.814338766,30402.4025601785,19921.5166400448,13152.5276976185,7366.95328180886,4150.10749740026,2338.38486956976,1317.84933336768,742.877566161151,418.870583483514,236.245725341954,133.284883817279,75.221704343718,205.482395193445,110142.003985007,439332.07888695,1092255314.17894,184659.266284225
"168",168,"6-0.576057-32",6,0.318057,32,7,247943.243162804,185726.04005621,138618.654913399,87471.6786362844,54209.0472846863,33051.4708838968,20035.2482910072,13128.3220602939,8667.54387435453,4854.83796410937,2734.92971419612,1541.00062878351,868.465528403446,489.557904458271,276.036610109342,155.686438121005,87.8350234140685,270.826675555168,118992.253591798,474893.249290164,1169520650.18409,220220.43668744
"169",169,"6-0.576057-32",6,0.318057,32,8,254951.015809658,191559.767500711,143491.053025528,91349.9899706305,57644.0232458673,35723.8780658149,21780.9899803517,13203.2714614495,8651.59230760316,5711.92994540992,3199.34859855259,1802.32452925098,1015.52270920573,572.320640097517,322.619705769366,181.908716260223,102.597695597336,356.950716499161,127677.259568608,510240.813919134,1243682472.32464,255568.001316409
"170",170,"6-0.576057-32",6,0.318057,32,9,261261.148192668,196973.93923536,147998.163034561,94560.9107442742,60199.8387074791,37987.5345686087,23542.112027151,14353.718967325,8700.98412321519,5701.41782881448,3764.17404679135,2108.37756702313,1187.73571835449,669.231636671469,377.160525511921,212.60707590022,119.878232957341,470.462570749645,136022.372221831,544594.353554459,1313919586.81394,289921.540951734
"171",171,"6-0.576057-32",6,0.318057,32,10,266795.028343053,201849.117428437,152181.126302559,97531.1058769488,62315.8423626299,39671.8224224396,25033.8665024513,15514.3021616482,9459.13148937683,5733.96714090822,3757.24653947883,2480.59874507454,1389.42532462309,782.720377911811,441.025079461063,248.549592725138,140.108517596739,620.071680054704,143930.958233236,577284.094300176,1379869230.75238,322611.281697452
"172",172,"6-0.576057-32",6,0.318057,32,11,271613.833236567,206124.566847675,155947.665730202,100287.687614218,64273.2073056828,41066.2733554443,26143.8157993279,16497.3715504145,10223.9582958968,6233.5878762154,3778.69660574279,2476.03350294378,1634.71987681086,915.634259678502,515.814402590491,290.636470327419,163.794713033614,817.257125881895,151365.751684198,608034.721413821,1441496193.25437,353361.908811097
"173",173,"6-0.576057-32",6,0.318057,32,12,275828.318386344,209847.552532858,159250.85756662,102769.845150331,66089.8005644336,42356.1810379886,27062.7619456752,17228.8305102561,10871.8031250097,6737.61037700014,4107.94773855709,2490.16914247445,1631.71137248567,1077.28389403834,603.404934859977,339.922794177926,191.530055360124,1077.14838669267,158324.79476621,636842.559562596,1498991474.66095,382169.746959872
"174",174,"6-0.576057-32",6,0.318057,32,13,279542.514807434,213103.643665361,162127.218556194,104946.655633136,67725.5476878718,43553.3198795917,27912.8138664436,17834.417985512,11353.8361434891,7164.54150455267,4440.09964423257,2707.14634297604,1641.02678916002,1075.30128325551,709.932389528703,397.645142222196,224.009848157463,1419.68617979635,164828.101843558,663815.432847678,1552743713.2102,409142.620244953
"175",175,"6-0.576057-32",6,0.318057,32,14,282844.915864913,215973.214111404,164642.859040472,106842.183675258,69160.0704503127,44631.2807313538,28701.7309226812,18394.6040188075,11752.9195844987,7482.20229437285,4721.44817011777,2926.03515899534,1784.01522821289,1081.44016276134,708.625844783768,467.846962616893,262.048998935687,1871.15245587777,170917.139933969,689135.360636563,1603347033.375,434462.548033838
"176",176,"6-0.576057-32",6,0.318057,32,15,285815.705281943,218524.633422917,166859.875485279,108499.996133127,70409.2274829289,45576.6342989778,29412.1094287973,18914.5020456639,12122.083378183,7745.19913528471,4930.78730980474,3111.44443910933,1928.26342597918,1175.66984982298,712.671379503745,466.985946836438,308.312148675396,2466.18693832721,176657.403006768,713070.051365187,1651619041.63739,458397.238762462
"177",177,"6-0.576057-32",6,0.318057,32,16,288533.809552178,220819.851162108,168831.08988046,109961.014710493,71501.7294372592,46399.8314543139,30035.0994511366,19382.6430000658,12464.6972894834,7988.47886463748,5104.10279028329,3249.39937975432,2050.44853800077,1270.72972057029,774.768944751327,469.651962866722,307.744737435124,3250.44493070052,182140.731599779,735996.273062046,1698606623.09657,481323.460459321
"178",178,"6-0.576057-32",6,0.318057,32,17,291078.897264939,222919.845561662,170604.364162406,111260.049211601,72464.5438035695,47119.792578113,30577.5881365938,19793.1947568121,12773.2031793736,8214.26216473259,5264.42465208694,3363.61465195821,2141.36113884942,1351.2499706384,837.413602822788,510.574391136649,309.501647699332,4284.10031831695,187485.7532594,758408.102322805,1746250508.73841,503735.28972008
"179",179,"6-0.576057-32",6,0.318057,32,18,293567.669426751,224886.168193835,172226.809822953,112428.640754869,73320.6103172857,47754.2893041199,31052.0440565374,20150.6959604318,13043.7576648765,8417.5682057915,5413.2163296004,3469.26710167347,2216.62924743723,1411.16156897931,890.476619779274,551.857354747259,336.469615426094,5646.46253934472,192914.601638975,781247.925186123,1796129186.10144,526575.112583398
"180",180,"6-0.576057-32",6,0.318057,32,19,296077.892717583,226808.98169985,173745.981313353,113497.835914145,74090.714642883,48318.4389670279,31470.1787556033,20463.3634261162,13279.3517224408,8595.86419021466,5547.19544535003,3567.32113528864,2286.25443769674,1460.76341347059,929.958491183849,586.825996376444,363.675176713232,7442.06177243499,198607.350853661,805277.7850673,1850066097.69063,550604.972464575
"181",181,"7-0.576057-32",5,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"182",182,"7-0.576057-32",5,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,57722.2073834888,32517.2912688664,18321.9210466578,10325.7302728766,5820.66035906321,3281.97203942928,1851.05351289844,1044.32557266009,589.383786183243,332.751125615574,187.938215108146,106.194389535231,60.0340155172924,33.9565017057434,50.3129354127814,72533.9920021004,284163.350156029,664803661.403754,-12954.9312138168
"183",183,"7-0.576057-32",5,0.318057,32,2,190847.082228179,137497.692737395,105627.038595831,67912.7104357225,37044.0863431297,20868.4560069882,11758.3657311508,6626.69120123992,3735.49548239985,2106.25444028207,1187.94116278335,670.211491167345,378.245823475872,213.54799109091,120.612148828378,68.1518312174654,38.5277236466793,64.578151394138,83076.151307879,325141.456834294,740085481.251978,28023.1754644488
"184",184,"7-0.576057-32",5,0.318057,32,3,204289.287769342,147447.54579101,106230.061834615,67787.7253015847,43583.9934613536,23773.5941711367,13392.6424718089,7546.10634525811,4252.77778095174,2397.3098649026,1351.72015907222,762.378935239614,430.118207053576,242.744891072485,137.047604015164,77.4046429919951,43.7374527846687,82.8879810583419,93153.7434619931,365558.070325728,809853502.849995,68439.7889558825
"185",185,"7-0.576057-32",5,0.318057,32,4,215936.377946545,157832.929701114,113917.270864002,68174.7244469227,43503.782389905,27970.6769741902,15257.0581598032,8594.92778563193,4842.82614403519,2729.28348476125,1538.50931300474,867.486545546484,489.268037093085,276.034765856901,155.785149457312,87.9523411592363,49.6755825587987,106.389192871069,102082.733966939,403990.149441871,876163930.797823,106871.868072026
"186",186,"7-0.576057-32",5,0.318057,32,5,224619.152879646,166831.416039941,121940.968956548,73108.1053401796,43752.1448556606,27919.2003243685,17950.5985629385,9791.44432330859,5515.9229252724,3107.9558103615,1751.55832819543,987.361267250484,556.722411553503,313.995050303539,177.149422442801,99.9774400367922,56.4447249623916,136.553698319552,110532.117607558,439153.72602382,940914761.696798,142035.444653974
"187",187,"7-0.576057-32",5,0.318057,32,6,231803.52776838,173539.686554712,128893.156598105,78257.4331016212,46918.2155251206,28078.5906360508,17917.5626561863,11520.0639964882,6283.80523507741,3539.92569529293,1994.57693335886,1124.08864604959,633.653799704675,357.284899825965,201.511000393357,113.688280439598,64.1620112772645,175.270739645003,118841.854251913,472306.409756138,1004524691.81887,175188.128386293
"188",188,"7-0.576057-32",5,0.318057,32,7,238474.541865167,179090.300339416,134075.934413501,82719.1030713172,50222.8733137013,30110.4636458393,18019.8537627788,11498.8627112702,7393.17265760628,4032.72560498445,2271.80004107405,1280.04945560165,721.400631561848,406.656764041678,229.292906113556,129.322685947683,72.9611473245751,224.9652155434,127103.297494278,505344.951855727,1066190620.16109,208226.670485882
"189",189,"7-0.576057-32",5,0.318057,32,8,244727.883161495,184244.294023912,138364.312158831,86045.2279302514,53086.216471975,32231.2770035367,19323.838530943,11564.5095525209,7379.5664170309,4744.67867208373,2588.06172322381,1457.961514132,821.490804080849,462.969600348471,260.978035352936,147.152137746682,82.9947599291181,288.749555727291,135155.099478851,537947.367805875,1124970968.02063,240829.08643603
"190",190,"7-0.576057-32",5,0.318057,32,9,250413.374066136,189075.595694192,142346.263105782,88797.3582224029,55220.8066418172,34068.8701239869,20684.9020921171,12401.361199948,7421.69625519334,4735.94666453364,3044.96820835982,1660.92715927347,935.668517588867,527.20395937531,297.117636815442,167.486541376447,94.4370761854038,370.618656450128,142836.491346775,569425.162054606,1180304336.87358,272306.88068476
"191",191,"7-0.576057-32",5,0.318057,32,10,255435.339248086,193468.178859306,146078.90374111,91352.8345525606,56987.0272489517,35438.7751595564,21864.2048475583,13274.8440129605,7958.75826458119,4762.98411568556,3039.36431245395,1954.15370159304,1065.92474347014,600.4792076615,338.340993472215,190.679668903415,107.486982589581,475.700086058748,150068.994542553,599185.197383576,1232009159.09974,302066.91601373
"192",192,"7-0.576057-32",5,0.318057,32,11,259835.110516229,197348.125214687,149472.59255111,93748.3122768329,58627.0422468753,36572.2735415053,22743.3618084552,14031.6791216218,8519.32887009362,5107.65165958599,3056.71599944532,1950.55731792712,1254.10724452416,684.073080747793,385.366475472482,217.135372047296,122.371517634615,610.575231273472,156833.533269619,627023.992361561,1280132524.33924,329905.710991715
"193",193,"7-0.576057-32",5,0.318057,32,12,263706.743046864,200747.367518815,152470.220606108,95926.262618616,60164.3757563415,37624.777593949,23470.8012781856,14595.8911960538,9005.03907390649,5467.40619520277,3277.91152946198,1961.69302150195,1251.79921173951,804.842003720503,439.014088631002,247.314675551262,139.349859176877,783.69149800535,163139.572059208,652984.645670249,1324847035.78217,355866.364300403
"194",194,"7-0.576057-32",5,0.318057,32,13,267138.602007689,203738.572352454,155096.459003054,97850.0350716722,61562.1078280907,38611.3842717653,24146.26143057,15062.7363107436,9367.13057644093,5779.11795300588,3508.78936112877,2103.64854753049,1258.94571537159,803.360789303505,516.519343765225,281.743830360672,158.717876712121,1005.89138338431,169008.679096719,677185.766499275,1366427322.68504,380067.485129429
"195",195,"7-0.576057-32",5,0.318057,32,14,270202.189133088,206390.010222851,157407.449595778,99535.4626799366,62796.7174538468,39508.3996476057,24779.4309612659,15496.2229243104,9666.73538230953,6011.4955680005,3708.83502455103,2251.81783485794,1350.04778858491,807.947164454395,515.568752350877,331.483982260333,180.813299622881,1291.09155546804,174474.412563654,699779.297045925,1405259015.01729,402661.015676079
"196",196,"7-0.576057-32",5,0.318057,32,15,272959.757638448,208756.923029078,159455.937852675,101018.575314322,63878.3657253836,40300.7287640707,25355.1039394835,15902.5689015027,9944.93187321771,6203.7714146894,3857.96682016793,2380.20011897868,1445.13763566391,866.413276876802,518.512126916627,330.873926061405,212.734782968968,1657.15447227767,179585.551569206,720962.433735733,1441849068.68166,423844.152365887
"197",197,"7-0.576057-32",5,0.318057,32,16,275472.100738945,210887.407308527,161284.603401579,102333.223164796,64830.1753490131,40994.8926531525,25863.5929514769,16272.0156097483,10205.710456481,6382.3081563821,3981.36270867097,2475.9076700887,1527.52887871359,927.438602574189,556.033625398723,332.762880529647,212.343270316704,2127.00713079511,184407.843216682,740999.969458597,1476762202.28209,443881.688088752
"198",198,"7-0.576057-32",5,0.318057,32,17,277796.223139405,212828.431609389,162930.60539796,103506.796518224,65673.8701883364,41605.7306560325,26309.0829666557,16598.3460069846,10442.8083842943,6549.66669640921,4095.94132190288,2555.09881947986,1588.95062517339,980.314409993897,595.197537118742,356.842861051874,213.555534982102,2730.077014628,189015.144728423,760193.792931913,1511169507.93325,463075.511562067
"199",199,"7-0.576057-32",5,0.318057,32,18,280024.774153774,214624.037494817,164430.231518209,104563.142816103,66427.0283679181,42147.184385747,26701.0973532508,16884.2458596644,10652.235777313,6701.82782308514,4203.34615771999,2628.63135113515,1639.77272482333,1019.73273064277,629.131374099458,381.976884732785,229.00922114625,3504.13517561362,193563.1653064,779201.323135147,1545910640.91572,482083.041765301
"200",200,"7-0.576057-32",5,0.318057,32,19,282215.476989592,216345.805383025,165817.508064034,105525.550215249,67104.9543385393,42630.5348655562,27048.5833490842,17135.8269311971,10835.7162661619,6836.23097191245,4300.99782715811,2697.56000428324,1686.96332225787,1052.34857007288,654.428668499804,403.754430049372,245.139355207136,4497.66188396183,198162.920023099,798488.535508065,1581918952.8488,501370.254138219
"201",201,"8-0.576057-32",4,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"202",202,"8-0.576057-32",4,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,56212.3917367848,31666.7500755958,17842.682217655,10055.6444629896,5668.41177948485,3196.12686888244,1802.63628002838,1017.00958525545,573.967520890733,324.047493535549,183.022393786575,103.416707284668,58.4637308717261,33.0683156867636,48.9969209954333,82807.7365876791,324412.364438889,651558409.296376,-15151.3856980777
"203",203,"8-0.576057-32",4,0.318057,32,2,188221.677283385,137497.692737395,105627.038595831,66136.3460610076,35131.5373173029,19791.0385526344,11151.2931010926,6284.56178052774,3542.63559702791,1997.51063592442,1126.60895195283,635.609144043516,358.717370958213,202.522722481364,114.385064548099,64.6332205221998,36.5385759148322,61.2440462040537,92803.4721066317,362919.186815044,713626838.57648,23355.436678077
"204",204,"8-0.576057-32",4,0.318057,32,3,199463.599693032,145419.170448312,106230.061834615,66014.6301107711,41333.7955899836,21956.4561503862,12368.973957126,6969.31864332775,3927.7161119445,2214.0711475393,1248.40123822318,704.106393886775,397.242061283282,224.19065111468,126.572351088913,71.4882081966986,40.3943744173979,76.552426545208,102283.612120723,400424.31453819,770414193.945903,60860.5644012237
"205",205,"8-0.576057-32",4,0.318057,32,4,209505.98520679,154104.626101721,112350.157745311,66391.5066812566,41257.725735709,25832.7343379169,13722.3134396227,7730.34302091724,4355.67444169114,2454.73819731198,1383.74690596984,780.223956542739,440.051371021767,248.267755005405,140.114341028328,79.1050004853119,44.6785944595547,95.6872442822298,110588.483265738,436157.976514516,823655509.304721,96594.2263775497
"206",206,"8-0.576057-32",4,0.318057,32,5,217016.072209916,161863.32526863,119060.499371811,70216.4351575056,41493.2654964441,25785.1923130786,16144.9040391322,8576.15112591552,4831.29832985184,2722.20296028,1534.1586422241,864.812091476439,487.623212573569,275.022653990097,155.162013751281,87.5684532971902,49.4389260209399,119.604944369987,118313.476617761,468290.123848836,875116252.579401,128726.373711869
"207",207,"8-0.576057-32",4,0.318057,32,6,223206.902087612,167665.582679954,125054.833355517,74410.2545268559,43883.7636294638,25932.3996038255,16115.1912948753,10090.218210087,5359.91022637393,3019.45767333616,1701.31837357432,958.816195587862,540.488979839609,304.754033052487,171.883250885304,96.9729255046778,54.7284022219528,149.501041910603,125820.30259633,498205.386572,925309091.798058,158641.636435033
"208",208,"8-0.576057-32",4,0.318057,32,7,228952.317627914,172448.588326247,129537.629766962,78156.5845002723,46504.8106463966,27426.4095858304,16207.1926893804,10071.6483831963,6306.16962977273,3349.82875336412,1887.09618380122,1063.28743686468,599.239525573975,337.794001965594,190.464724129071,107.423339518657,60.6059953308523,186.869879419168,133235.016077673,527718.700803597,973653174.236995,188154.950666631
"209",209,"8-0.576057-32",4,0.318057,32,8,234386.066143583,176887.468979158,133232.957124429,80958.235960897,48846.186403548,29064.5076677792,17140.9168347788,10129.1472784476,6294.56388687105,3941.2205535568,2093.57101200115,1179.39457749791,664.531807188453,374.511831008405,211.113994956552,119.03636114084,67.1372796005648,233.579320838551,140417.860896401,556640.757307416,1019448802.77583,217077.00717045
"210",210,"8-0.576057-32",4,0.318057,32,9,239375.568678884,181085.557174831,136662.415152759,83267.736178685,50597.1583831766,30527.8172200814,18164.6929474348,10712.7048116644,6330.49946124912,3933.96721355031,2463.178183226,1308.43690976435,737.096275945838,415.318104450953,234.06184935969,131.941711833755,74.3951686510209,291.964115848851,147226.711705293,584406.367534924,1062328048.17146,244842.617397958
"211",211,"8-0.576057-32",4,0.318057,32,10,243815.281151932,184940.42304419,139905.838076701,85411.0737769956,52040.5464081064,31622.1370941034,19079.2299837558,11352.5428899791,6695.21038390463,3956.42617559187,2458.6450015335,1539.43345211805,817.744961608568,460.669338641404,259.564893687349,146.283627884772,82.4607356097089,364.942601243032,153600.224676322,610508.565930913,1102234397.07495,270944.815793947
"212",212,"8-0.576057-32",4,0.318057,32,11,247728.144709665,188370.523732793,142884.08906778,87438.143431349,53380.0863652606,32524.2236037579,19763.1563975489,11924.1088921875,7095.09543826421,4184.36266776776,2472.68137036059,1536.6003109391,962.112838461533,511.073034737786,287.908440850544,162.222482749681,91.4241250578441,456.162572632654,159535.233881094,634808.955741723,1139267292.1961,295245.205604756
"213",213,"8-0.576057-32",4,0.318057,32,12,251192.118318697,191393.583461382,145534.168505441,89299.4863239144,54646.9613550342,33361.4073018496,20326.9410880449,12351.5482091439,7452.31191163382,4434.28223667079,2615.13678158645,1545.37273993586,960.342186084397,601.299856553673,319.409668171232,179.936590868957,101.385566960256,570.183617813008,165051.057902416,657387.139874402,1173583830.41568,317823.389737436
"214",214,"8-0.576057-32",4,0.318057,32,13,254281.6092817,194069.832955865,147869.770038123,90955.7290451627,55810.2606787252,34153.1769562702,20850.1629155143,12703.9015298464,7719.45230275707,4657.5348590339,2771.33114354055,1634.40431181715,965.82476576373,600.19323685397,375.79949361202,199.624181255427,112.456504011807,712.705025635979,170170.705519344,678369.810398491,1205382978.51401,338806.060261524
