"","Months.closed","F.Mortality","Selectivity","NPV","Label"
"1",0,0.025,11,985013.36393612,"0-0.025-11"
"2",0,0.025,29,1009495.26867081,"0-0.025-29"
"3",0,0.025,43,1034581.39165368,"0-0.025-43"
"4",0,0.025,56,1022896.05595592,"0-0.025-56"
"5",0,0.025,66,973848.756345746,"0-0.025-66"
"6",0,0.025,75,859856.014077765,"0-0.025-75"
"7",0,0.027,11,1043523.45887572,"0-0.027-11"
"8",0,0.027,29,1071743.51338036,"0-0.027-29"
"9",0,0.027,43,1100962.6240412,"0-0.027-43"
"10",0,0.027,56,1090838.7051508,"0-0.027-56"
"11",0,0.027,66,1040363.35854477,"0-0.027-66"
"12",0,0.027,75,919520.207093929,"0-0.027-75"
"13",0,0.029,11,1099400.13317962,"0-0.029-11"
"14",0,0.029,29,1131569.44884543,"0-0.029-29"
"15",0,0.029,43,1165186.02193746,"0-0.029-43"
"16",0,0.029,56,1156947.51489462,"0-0.029-56"
"17",0,0.029,66,1105374.71243295,"0-0.029-66"
"18",0,0.029,75,977985.9519677,"0-0.029-75"
"19",0,0.031,11,1152712.25824448,"0-0.031-11"
"20",0,0.031,29,1189032.32484762,"0-0.031-29"
"21",0,0.031,43,1227301.4627831,"0-0.031-43"
"22",0,0.031,56,1221263.77382835,"0-0.031-56"
"23",0,0.031,66,1168916.70194275,"0-0.031-66"
"24",0,0.031,75,1035281.16118399,"0-0.031-75"
"25",0,0.033,11,1203526.79557654,"0-0.033-11"
"26",0,0.033,29,1244189.77261121,"0-0.033-29"
"27",0,0.033,43,1287357.45863953,"0-0.033-43"
"28",0,0.033,56,1283827.61600563,"0-0.033-56"
"29",0,0.033,66,1231022.22178485,"0-0.033-66"
"30",0,0.033,75,1091432.88117044,"0-0.033-75"
"31",0,0.035,11,1251908.85532874,"0-0.035-11"
"32",0,0.035,29,1297097.85486945,"0-0.035-29"
"33",0,0.035,43,1345401.19938857,"0-0.035-43"
"34",0,0.035,56,1344678.05873362,"0-0.035-56"
"35",0,0.035,66,1291723.21136882,"0-0.035-66"
"36",0,0.035,75,1146467.32349235,"0-0.035-75"
"37",0,0.037,11,1297921.75290899,"0-0.037-11"
"38",0,0.037,29,1347811.1142488,"0-0.037-29"
"39",0,0.037,43,1401478.59443907,"0-0.037-43"
"40",0,0.037,56,1403853.03906099,"0-0.037-56"
"41",0,0.037,66,1351050.68746796,"0-0.037-66"
"42",0,0.037,75,1200409.89485559,"0-0.037-75"
"43",0,0.039,11,1341627.06372604,"0-0.039-11"
"44",0,0.039,29,1396382.62003033,"0-0.039-29"
"45",0,0.039,43,1455634.3129948,"0-0.039-43"
"46",0,0.039,56,1461389.44896319,"0-0.039-56"
"47",0,0.039,66,1409034.77567639,"0-0.039-66"
"48",0,0.039,75,1253285.22596367,"0-0.039-75"
"49",0,0.041,11,1383084.67613754,"0-0.041-11"
"50",0,0.041,29,1442864.01334583,"0-0.041-29"
"51",0,0.041,43,1507911.82293561,"0-0.041-43"
"52",0,0.041,56,1517323.1692738,"0-0.041-56"
"53",0,0.041,66,1465704.74070429,"0-0.041-66"
"54",0,0.041,75,1305117.19927385,"0-0.041-75"
"55",0,0.043,11,1422352.84266229,"0-0.043-11"
"56",0,0.043,29,1487305.55086392,"0-0.043-29"
"57",0,0.043,43,1558353.42836233,"0-0.043-43"
"58",0,0.043,56,1571689.10240834,"0-0.043-56"
"59",0,0.043,66,1521089.01555588,"0-0.043-66"
"60",0,0.043,75,1355928.97569483,"0-0.043-75"
"61",0,0.045,11,1459488.22951643,"0-0.045-11"
"62",0,0.045,29,1529756.14701917,"0-0.045-29"
"63",0,0.045,43,1607000.30585362,"0-0.045-43"
"64",0,0.045,56,1624521.20392579,"0-0.045-56"
"65",0,0.045,66,1575215.22963246,"0-0.045-66"
"66",0,0.045,75,1405743.02026762,"0-0.045-75"
"67",0,0.047,11,1494545.96453138,"0-0.047-11"
"68",0,0.047,29,1570263.41483568,"0-0.047-29"
"69",0,0.047,43,1653892.53948131,"0-0.047-43"
"70",0,0.047,56,1675852.51297077,"0-0.047-56"
"71",0,0.047,66,1628110.23580173,"0-0.047-66"
"72",0,0.047,75,1454581.12686867,"0-0.047-75"
"73",0,0.049,11,1527579.6835091,"0-0.049-11"
"74",0,0.049,29,1608873.70539464,"0-0.049-29"
"75",0,0.049,43,1699069.15462924,"0-0.049-43"
"76",0,0.049,56,1725715.18163803,"0-0.049-56"
"77",0,0.049,66,1679800.13647269,"0-0.049-66"
"78",0,0.049,75,1502464.44197381,"0-0.049-75"
"79",0,0.05,82,1298704.51637415,"0-0.05-82"
"80",0,0.05,88,1060510.41701201,"0-0.05-88"
"81",0,0.05,94,838173.133840227,"0-0.05-94"
"82",0,0.05,98,646295.919731419,"0-0.05-98"
"83",0,0.05,102,489918.530361237,"0-0.05-102"
"84",0,0.05,105,367942.992954178,"0-0.05-105"
"85",0,0.05,108,276058.620595631,"0-0.05-108"
"86",0,0.05,110,208788.489348734,"0-0.05-110"
"87",0,0.05,112,160699.598226579,"0-0.05-112"
"88",0,0.05,113,127002.054919365,"0-0.05-113"
"89",0,0.05,115,103750.964513108,"0-0.05-115"
"90",0,0.05,116,87838.5382615077,"0-0.05-116"
"91",0,0.051,11,1558641.57506833,"0-0.051-11"
"92",0,0.051,29,1645632.14599321,"0-0.051-29"
"93",0,0.051,43,1742568.15065856,"0-0.051-43"
"94",0,0.051,56,1774140.50329928,"0-0.051-56"
"95",0,0.051,66,1730310.30871394,"0-0.051-66"
"96",0,0.051,75,1549413.48751907,"0-0.051-75"
"97",0,0.052,82,1339185.14730855,"0-0.052-82"
"98",0,0.052,88,1093902.35099249,"0-0.052-88"
"99",0,0.052,94,864534.424290536,"0-0.052-94"
"100",0,0.052,98,666365.192082122,"0-0.052-98"
"101",0,0.052,102,504733.914929799,"0-0.052-102"
"102",0,0.052,105,378586.276330654,"0-0.052-105"
"103",0,0.052,108,283512.021430358,"0-0.052-108"
"104",0,0.052,110,213873.439792794,"0-0.052-110"
"105",0,0.052,112,164065.352606769,"0-0.052-112"
"106",0,0.052,113,129140.194380493,"0-0.052-113"
"107",0,0.052,115,105020.04897191,"0-0.052-115"
"108",0,0.052,116,88490.3816040006,"0-0.052-116"
"109",0,0.053,11,1587782.42403349,"0-0.053-11"
"110",0,0.053,29,1680582.67704091,"0-0.053-29"
"111",0,0.053,43,1784426.5324612,"0-0.053-43"
"112",0,0.053,56,1821158.93993082,"0-0.053-56"
"113",0,0.053,66,1779665.42845189,"0-0.053-66"
"114",0,0.053,75,1595448.1828939,"0-0.053-75"
"115",0,0.054,82,1378961.51107431,"0-0.054-82"
"116",0,0.054,88,1126750.49561109,"0-0.054-88"
"117",0,0.054,94,890475.957369094,"0-0.054-94"
"118",0,0.054,98,686107.798310592,"0-0.054-98"
"119",0,0.054,102,519290.713944155,"0-0.054-102"
"120",0,0.054,105,389019.537224799,"0-0.054-105"
"121",0,0.054,108,290789.115620095,"0-0.054-108"
"122",0,0.054,110,218804.743676482,"0-0.054-110"
"123",0,0.054,112,167292.029426399,"0-0.054-112"
"124",0,0.054,113,131147.974569445,"0-0.054-113"
"125",0,0.054,115,106163.280764774,"0-0.054-115"
"126",0,0.054,116,89017.8252702022,"0-0.054-116"
"127",0,0.055,11,1615051.65341628,"0-0.055-11"
"128",0,0.055,29,1713768.08773757,"0-0.055-29"
"129",0,0.055,43,1824680.34094148,"0-0.055-43"
"130",0,0.055,56,1866800.14847892,"0-0.055-56"
"131",0,0.055,66,1827889.4937838,"0-0.055-66"
"132",0,0.055,75,1640587.86610023,"0-0.055-75"
"133",0,0.056,82,1418049.09305045,"0-0.056-82"
"134",0,0.056,88,1159067.69453224,"0-0.056-88"
"135",0,0.056,94,916008.68611053,"0-0.056-94"
"136",0,0.056,98,705533.374773423,"0-0.056-98"
"137",0,0.056,102,533597.670789981,"0-0.056-102"
"138",0,0.056,105,399250.931981915,"0-0.056-105"
"139",0,0.056,108,297897.689080898,"0-0.056-108"
"140",0,0.056,110,223589.966256202,"0-0.056-110"
"141",0,0.056,112,170387.073490871,"0-0.056-112"
"142",0,0.056,113,133032.783540633,"0-0.056-113"
"143",0,0.056,115,107188.028019609,"0-0.056-115"
"144",0,0.056,116,89428.2342974599,"0-0.056-116"
"145",0,0.0570000000000001,11,1640497.36503782,"0-0.0570000000000001-11"
"146",0,0.0570000000000001,29,1745230.05057552,"0-0.0570000000000001-29"
"147",0,0.0570000000000001,43,1863364.68246441,"0-0.0570000000000001-43"
"148",0,0.0570000000000001,56,1911093.0062987,"0-0.0570000000000001-56"
"149",0,0.0570000000000001,66,1875005.84743939,"0-0.0570000000000001-66"
"150",0,0.0570000000000001,75,1684851.31411001,"0-0.0570000000000001-75"
"151",0,0.058,82,1456462.89550398,"0-0.058-82"
"152",0,0.058,88,1190866.35585435,"0-0.058-88"
"153",0,0.058,94,941143.15997237,"0-0.058-94"
"154",0,0.058,98,724651.175031468,"0-0.058-98"
"155",0,0.058,102,547663.159064609,"0-0.058-102"
"156",0,0.058,105,409288.254934692,"0-0.058-105"
"157",0,0.058,108,304845.170085269,"0-0.058-108"
"158",0,0.058,110,228236.317392065,"0-0.058-110"
"159",0,0.058,112,173357.575220113,"0-0.058-112"
"160",0,0.058,113,134801.655326773,"0-0.058-113"
"161",0,0.058,115,108101.304927611,"0-0.058-115"
"162",0,0.058,116,89728.6197930075,"0-0.058-116"
"163",0,0.0590000000000001,11,1664166.37883805,"0-0.0590000000000001-11"
"164",0,0.0590000000000001,29,1775009.15470708,"0-0.0590000000000001-29"
"165",0,0.0590000000000001,43,1900513.7573078,"0-0.0590000000000001-43"
"166",0,0.0590000000000001,56,1954065.63570061,"0-0.0590000000000001-56"
"167",0,0.0590000000000001,66,1921037.19842332,"0-0.0590000000000001-66"
"168",0,0.0590000000000001,75,1728256.7624522,"0-0.0590000000000001-75"
"169",0,0.06,82,1494217.45541235,"0-0.06-82"
"170",0,0.06,88,1222158.4690163,"0-0.06-88"
"171",0,0.06,94,965889.541163313,"0-0.06-94"
"172",0,0.06,98,743470.085829312,"0-0.06-98"
"173",0,0.06,102,561495.198356664,"0-0.06-102"
"174",0,0.06,105,419138.954075464,"0-0.06-105"
"175",0,0.06,108,311638.644881434,"0-0.06-108"
"176",0,0.06,110,232750.667143983,"0-0.06-110"
"177",0,0.06,112,176210.286236221,"0-0.06-112"
"178",0,0.06,113,136461.285524214,"0-0.06-113"
"179",0,0.06,115,108909.787328238,"0-0.06-115"
"180",0,0.06,116,89925.6545189258,"0-0.06-116"
"181",0,0.0610000000000001,11,1686104.27091682,"0-0.0610000000000001-11"
"182",0,0.0610000000000001,29,1803144.93821697,"0-0.0610000000000001-29"
"183",0,0.0610000000000001,43,1936160.88715383,"0-0.0610000000000001-43"
"184",0,0.0610000000000001,56,1995745.42763767,"0-0.0610000000000001-56"
"185",0,0.0610000000000001,66,1966005.64286963,"0-0.0610000000000001-66"
"186",0,0.0610000000000001,75,1770821.92405939,"0-0.0610000000000001-75"
"187",0,0.062,82,1531326.86159004,"0-0.062-82"
"188",0,0.062,88,1252955.62102657,"0-0.062-88"
"189",0,0.062,94,990257.62030495,"0-0.062-94"
"190",0,0.062,98,761998.642414221,"0-0.062-98"
"191",0,0.062,102,575101.469368354,"0-0.062-102"
"192",0,0.062,105,428810.146072631,"0-0.062-105"
"193",0,0.062,108,318284.872657424,"0-0.062-108"
"194",0,0.062,110,237139.560712816,"0-0.062-110"
"195",0,0.062,112,178951.634296202,"0-0.062-112"
"196",0,0.062,113,138018.046223405,"0-0.062-113"
"197",0,0.062,115,109619.827639319,"0-0.062-115"
"198",0,0.062,116,90025.6878222383,"0-0.062-116"
"199",0,0.063,11,1706355.41035005,"0-0.063-11"
"200",0,0.063,29,1829675.91933772,"0-0.063-29"
"201",0,0.063,43,1970338.54165466,"0-0.063-43"
"202",0,0.063,56,2036159.06456499,"0-0.063-56"
"203",0,0.063,66,2009932.68413817,"0-0.063-66"
"204",0,0.063,75,1812564.00740253,"0-0.063-75"
"205",0,0.064,82,1567804.77114665,"0-0.064-82"
"206",0,0.064,88,1283269.012042,"0-0.064-88"
"207",0,0.064,94,1014256.83145385,"0-0.064-94"
"208",0,0.064,98,780245.04322142,"0-0.064-98"
"209",0,0.064,102,588489.328407169,"0-0.064-102"
"210",0,0.064,105,438308.63065799,"0-0.064-105"
"211",0,0.064,108,324790.299876715,"0-0.064-108"
"212",0,0.064,110,241409.232753308,"0-0.064-110"
"213",0,0.064,112,181587.737596582,"0-0.064-112"
"214",0,0.064,113,139478.000311231,"0-0.064-113"
"215",0,0.064,115,110237.469159041,"0-0.064-115"
"216",0,0.064,116,90034.7599368821,"0-0.064-116"
"217",0,0.065,11,1724962.99482247,"0-0.065-11"
"218",0,0.065,29,1854639.62664492,"0-0.065-29"
"219",0,0.065,43,2003078.36410502,"0-0.065-43"
"220",0,0.065,56,2075332.54250227,"0-0.065-56"
"221",0,0.065,66,2052839.25218166,"0-0.065-66"
"222",0,0.065,75,1853499.73394171,"0-0.065-75"
"223",0,0.066,82,1603664.42530306,"0-0.066-82"
"224",0,0.066,88,1313109.47032235,"0-0.066-88"
"225",0,0.066,94,1037896.26650987,"0-0.066-94"
"226",0,0.066,98,798217.163951436,"0-0.066-98"
"227",0,0.066,102,601665.821272715,"0-0.066-102"
"228",0,0.066,105,447640.904410653,"0-0.066-105"
"229",0,0.066,108,331161.074011088,"0-0.066-108"
"230",0,0.066,110,245565.621084467,"0-0.066-110"
"231",0,0.066,112,184124.418475543,"0-0.066-112"
"232",0,0.066,113,140846.915170892,"0-0.066-113"
"233",0,0.066,115,110768.45976547,"0-0.066-115"
"234",0,0.066,116,89958.6156832176,"0-0.066-116"
"235",0,0.067,11,1741969.08511715,"0-0.067-11"
"236",0,0.067,29,1878072.62826775,"0-0.067-29"
"237",0,0.067,43,2034411.19625393,"0-0.067-43"
"238",0,0.067,56,2113291.19232858,"0-0.067-56"
"239",0,0.067,66,2094745.72221103,"0-0.067-66"
"240",0,0.067,75,1893645.35491929,"0-0.067-75"
"241",0,0.068,82,1638918.66459099,"0-0.068-82"
"242",0,0.068,88,1342487.46658559,"0-0.068-88"
"243",0,0.068,94,1061184.68903552,"0-0.068-94"
"244",0,0.068,98,815922.571064228,"0-0.068-98"
"245",0,0.068,102,614637.696563332,"0-0.068-102"
"246",0,0.068,105,456813.173962218,"0-0.068-105"
"247",0,0.068,108,337403.056695356,"0-0.068-108"
"248",0,0.068,110,249614.379822068,"0-0.068-110"
"249",0,0.068,112,186567.216537227,"0-0.068-112"
"250",0,0.068,113,142130.275803964,"0-0.068-113"
"251",0,0.068,115,111218.26503827,"0-0.068-115"
"252",0,0.068,116,89802.7175897297,"0-0.068-116"
"253",0,0.069,11,1757414.63850048,"0-0.069-11"
"254",0,0.069,29,1900010.56014888,"0-0.069-29"
"255",0,0.069,43,2064367.10228599,"0-0.069-43"
"256",0,0.069,56,2150059.70033761,"0-0.069-56"
"257",0,0.069,66,2135671.93268578,"0-0.069-66"
"258",0,0.069,75,1933016.66752115,"0-0.069-75"
"259",0,0.07,82,1673579.94346035,"0-0.07-82"
"260",0,0.07,88,1371413.12778804,"0-0.07-88"
"261",0,0.07,94,1084130.54751018,"0-0.07-94"
"262",0,0.07,98,833368.534713848,"0-0.07-98"
"263",0,0.07,102,627411.418426198,"0-0.07-102"
"264",0,0.07,105,465831.368646826,"0-0.07-105"
"265",0,0.07,108,343521.836327615,"0-0.07-108"
"266",0,0.07,110,253560.891956886,"0-0.07-110"
"267",0,0.07,112,188921.401221856,"0-0.07-112"
"268",0,0.07,113,143333.297398299,"0-0.07-113"
"269",0,0.07,115,111592.080826243,"0-0.07-115"
"270",0,0.07,116,89572.2584605582,"0-0.07-116"
"271",0,0.071,11,1771339.54103993,"0-0.071-11"
"272",0,0.071,29,1920488.15338668,"0-0.071-29"
"273",0,0.071,43,2092975.3920021,"0-0.071-43"
"274",0,0.071,56,2185662.1280807,"0-0.071-56"
"275",0,0.071,66,2175637.20265467,"0-0.071-66"
"276",0,0.071,75,1971629.03043033,"0-0.071-75"
"277",0,0.072,82,1707660.34431789,"0-0.072-82"
"278",0,0.072,88,1399896.25035241,"0-0.072-88"
"279",0,0.072,94,1106741.98804214,"0-0.072-94"
"280",0,0.072,98,850562.041146395,"0-0.072-98"
"281",0,0.072,102,639993.178773642,"0-0.072-102"
"282",0,0.072,105,474701.152618858,"0-0.072-105"
"283",0,0.072,108,349522.740137722,"0-0.072-108"
"284",0,0.072,110,257410.281401402,"0-0.072-110"
"285",0,0.072,112,191191.983844386,"0-0.072-112"
"286",0,0.072,113,144460.937364454,"0-0.072-113"
"287",0,0.072,115,111894.84528342,"0-0.072-115"
"288",0,0.072,116,89272.1734115716,"0-0.072-116"
"289",0,0.073,11,1783782.63889074,"0-0.073-11"
"290",0,0.073,29,1939539.26069157,"0-0.073-29"
"291",0,0.073,43,2120264.64322794,"0-0.073-43"
"292",0,0.073,56,2220121.93152374,"0-0.073-56"
"293",0,0.073,66,2214660.34847161,"0-0.073-66"
"294",0,0.073,75,2009497.37879693,"0-0.073-75"
"295",0,0.074,82,1741171.59101949,"0-0.074-82"
"296",0,0.074,88,1427946.31286588,"0-0.074-88"
"297",0,0.074,94,1129026.86656031,"0-0.074-94"
"298",0,0.074,98,867509.804583156,"0-0.074-98"
"299",0,0.074,102,652388.908987494,"0-0.074-102"
"300",0,0.074,105,483427.93646004,"0-0.074-105"
"301",0,0.074,108,355410.845745806,"0-0.074-108"
"302",0,0.074,110,261167.424526752,"0-0.074-110"
"303",0,0.074,112,193383.729123473,"0-0.074-112"
"304",0,0.074,113,145517.906862464,"0-0.074-113"
"305",0,0.074,115,112131.250395482,"0-0.074-115"
"306",0,0.074,116,88907.1513967741,"0-0.074-116"
"307",0,0.075,11,1794781.76858617,"0-0.075-11"
"308",0,0.075,29,1957196.881987,"0-0.075-29"
"309",0,0.075,43,2146262.72347785,"0-0.075-43"
"310",0,0.075,56,2253461.97954318,"0-0.075-56"
"311",0,0.075,66,2252759.6999101,"0-0.075-66"
"312",0,0.075,75,2046636.23864657,"0-0.075-75"
"313",0,0.076,82,1774125.06183791,"0-0.076-82"
"314",0,0.076,88,1455572.48826943,"0-0.076-88"
"315",0,0.076,94,1150992.76050678,"0-0.076-94"
"316",0,0.076,98,884218.27860989,"0-0.076-98"
"317",0,0.076,102,664604.291132409,"0-0.076-102"
"318",0,0.076,105,492016.888296901,"0-0.076-105"
"319",0,0.076,108,361190.992231708,"0-0.076-108"
"320",0,0.076,110,264836.96121084,"0-0.076-110"
"321",0,0.076,112,195501.166221663,"0-0.076-112"
"322",0,0.076,113,146508.681839845,"0-0.076-113"
"323",0,0.076,115,112305.75301742,"0-0.076-115"
"324",0,0.076,116,88481.6462459545,"0-0.076-116"
"325",0,0.077,11,1804373.78636495,"0-0.077-11"
"326",0,0.077,29,1973493.18918462,"0-0.077-29"
"327",0,0.077,43,2170996.81090029,"0-0.077-43"
"328",0,0.077,56,2285704.57178524,"0-0.077-56"
"329",0,0.077,66,2289953.11569916,"0-0.077-66"
"330",0,0.077,75,2083059.74074954,"0-0.077-75"
"331",0,0.078,82,1806531.80192661,"0-0.078-82"
"332",0,0.078,88,1482783.65555902,"0-0.078-88"
"333",0,0.078,94,1172646.98005043,"0-0.078-94"
"334",0,0.078,98,900693.667092438,"0-0.078-98"
"335",0,0.078,102,676644.768698283,"0-0.078-102"
"336",0,0.078,105,500472.944448656,"0-0.078-105"
"337",0,0.078,108,366867.790735448,"0-0.078-108"
"338",0,0.078,110,268423.305417689,"0-0.078-110"
"339",0,0.078,112,197548.599316901,"0-0.078-112"
"340",0,0.078,113,147437.513600929,"0-0.078-113"
"341",0,0.078,115,112422.585442527,"0-0.078-115"
"342",0,0.078,116,87999.8872336618,"0-0.078-116"
"343",0,0.079,11,1812594.59656809,"0-0.079-11"
"344",0,0.079,29,1988459.55016192,"0-0.079-29"
"345",0,0.079,43,2194493.4145306,"0-0.079-43"
"346",0,0.079,56,2316871.45591186,"0-0.079-56"
"347",0,0.079,66,2326257.99850244,"0-0.079-66"
"348",0,0.079,75,2118781.63397124,"0-0.079-75"
"349",0,0.08,82,1838402.53529957,"0-0.08-82"
"350",0,0.08,88,1509588.41101807,"0-0.08-88"
"351",0,0.08,94,1193996.57884105,"0-0.08-94"
"352",0,0.08,98,916941.934637989,"0-0.08-98"
"353",0,0.08,102,688515.556891043,"0-0.08-102"
"354",0,0.08,105,508800.819624813,"0-0.08-105"
"355",0,0.08,108,372445.634607989,"0-0.08-108"
"356",0,0.08,110,271930.655327315,"0-0.08-110"
"357",0,0.08,112,199530.117724608,"0-0.08-112"
"358",0,0.08,113,148308.438926781,"0-0.08-113"
"359",0,0.08,115,112485.765521972,"0-0.08-115"
"360",0,0.08,116,87465.8891987663,"0-0.08-116"
"361",0,0.081,11,1819479.17913655,"0-0.081-11"
"362",0,0.081,29,2002126.55197005,"0-0.081-29"
"363",0,0.081,43,2216778.39387546,"0-0.081-43"
"364",0,0.081,56,2346983.84425558,"0-0.081-56"
"365",0,0.081,66,2361691.30936166,"0-0.081-66"
"366",0,0.081,75,2153815.29812415,"0-0.081-75"
"367",0,0.082,82,1869747.6763464,"0-0.082-82"
"368",0,0.082,88,1535995.07900013,"0-0.082-88"
"369",0,0.082,94,1215048.36432256,"0-0.082-94"
"370",0,0.082,98,932968.816620555,"0-0.082-98"
"371",0,0.082,102,700221.652490351,"0-0.082-102"
"372",0,0.082,105,517005.016690969,"0-0.082-105"
"373",0,0.082,108,377928.70913077,"0-0.082-108"
"374",0,0.082,110,275363.003034577,"0-0.082-110"
"375",0,0.082,112,201449.605588822,"0-0.082-112"
"376",0,0.082,113,149125.289764196,"0-0.082-113"
"377",0,0.082,115,112499.106353459,"0-0.082-115"
"378",0,0.082,116,86883.4622331019,"0-0.082-116"
"379",0,0.083,11,1825061.61623952,"0-0.083-11"
"380",0,0.083,29,2014524.02329788,"0-0.083-29"
"381",0,0.083,43,2237876.97785269,"0-0.083-43"
"382",0,0.083,56,2376062.42990515,"0-0.083-56"
"383",0,0.083,66,2396269.58162441,"0-0.083-66"
"384",0,0.083,75,2188173.75634069,"0-0.083-75"
"385",0,0.084,82,1900577.340901,"0-0.084-82"
"386",0,0.084,88,1562011.72227987,"0-0.084-88"
"387",0,0.084,94,1235808.90762338,"0-0.084-94"
"388",0,0.084,98,948779.828788482,"0-0.084-98"
"389",0,0.084,102,711767.843291962,"0-0.084-102"
"390",0,0.084,105,525089.836020599,"0-0.084-105"
"391",0,0.084,108,383321.000821787,"0-0.084-108"
"392",0,0.084,110,278724.143834802,"0-0.084-110"
"393",0,0.084,112,203310.75116015,"0-0.084-112"
"394",0,0.084,113,149891.70250152,"0-0.084-113"
"395",0,0.084,115,112466.225556704,"0-0.084-115"
"396",0,0.084,116,86256.2209569371,"0-0.084-116"
"397",0,0.085,11,1829375.11806267,"0-0.085-11"
"398",0,0.085,29,2025681.05621802,"0-0.085-29"
"399",0,0.085,43,2257813.78310918,"0-0.085-43"
"400",0,0.085,56,2404127.40224243,"0-0.085-56"
"401",0,0.085,66,2430008.93437588,"0-0.085-66"
"402",0,0.085,75,2221869.68698534,"0-0.085-75"
"403",0,0.086,82,1930901.35688144,"0-0.086-82"
"404",0,0.086,88,1587646.15198958,"0-0.086-88"
"405",0,0.086,94,1256284.55304093,"0-0.086-94"
"406",0,0.086,98,964380.276471107,"0-0.086-98"
"407",0,0.086,102,723158.717151846,"0-0.086-102"
"408",0,0.086,105,533059.384449835,"0-0.086-105"
"409",0,0.086,108,388626.306345239,"0-0.086-108"
"410",0,0.086,110,282017.685113169,"0-0.086-110"
"411",0,0.086,112,205117.055677577,"0-0.086-112"
"412",0,0.086,113,150611.126848337,"0-0.086-113"
"413",0,0.086,115,112390.55415279,"0-0.086-115"
"414",0,0.086,116,85587.5933983055,"0-0.086-116"
"415",0,0.087,11,1832452.04778423,"0-0.087-11"
"416",0,0.087,29,2035626.02723933,"0-0.087-29"
"417",0,0.087,43,2276612.83173888,"0-0.087-43"
"418",0,0.087,56,2431198.46195086,"0-0.087-56"
"419",0,0.087,66,2462925.08539313,"0-0.087-66"
"420",0,0.087,75,2254915.43512406,"0-0.087-75"
"421",0,0.088,82,1960729.27451813,"0-0.088-82"
"422",0,0.088,88,1612905.93715812,"0-0.088-88"
"423",0,0.088,94,1276481.42713699,"0-0.088-94"
"424",0,0.088,98,979775.26340096,"0-0.088-98"
"425",0,0.088,102,734398.670648397,"0-0.088-102"
"426",0,0.088,105,540917.58385162,"0-0.088-105"
"427",0,0.088,108,393848.241041089,"0-0.088-108"
"428",0,0.088,110,285247.054854235,"0-0.088-110"
"429",0,0.088,112,206871.841870447,"0-0.088-112"
"430",0,0.088,113,151286.834335346,"0-0.088-113"
"431",0,0.088,115,112275.345063703,"0-0.088-115"
"432",0,0.088,116,84880.8294925383,"0-0.088-116"
"433",0,0.089,11,1834323.94576602,"0-0.089-11"
"434",0,0.089,29,2044386.61768947,"0-0.089-29"
"435",0,0.089,43,2294297.56842192,"0-0.089-43"
"436",0,0.089,56,2457294.83551446,"0-0.089-56"
"437",0,0.089,66,2495033.36363985,"0-0.089-66"
"438",0,0.089,75,2287323.02356795,"0-0.089-75"
"439",0,0.09,82,1990070.37618644,"0-0.09-82"
"440",0,0.09,88,1637798.41386806,"0-0.09-88"
"441",0,0.09,94,1296405.44745957,"0-0.09-94"
"442",0,0.09,98,994969.700167268,"0-0.09-98"
"443",0,0.09,102,745491.917378475,"0-0.09-102"
"444",0,0.09,105,548668.179344916,"0-0.09-105"
"445",0,0.09,108,398990.247090232,"0-0.09-108"
"446",0,0.09,110,288415.509787261,"0-0.09-110"
"447",0,0.09,112,208578.26209633,"0-0.09-112"
"448",0,0.09,113,151921.926450138,"0-0.09-113"
"449",0,0.09,115,112123.681247777,"0-0.09-115"
"450",0,0.09,116,84139.0092176882,"0-0.09-116"
"451",0,0.091,11,1835021.5529854,"0-0.091-11"
"452",0,0.091,29,2051989.83345047,"0-0.091-29"
"453",0,0.091,43,2310890.87700524,"0-0.091-43"
"454",0,0.091,56,2482435.28922599,"0-0.091-56"
"455",0,0.091,66,2526348.72131888,"0-0.091-66"
"456",0,0.091,75,2319104.16350773,"0-0.091-75"
"457",0,0.092,82,2018933.68585953,"0-0.092-82"
"458",0,0.092,88,1662330.69404649,"0-0.092-88"
"459",0,0.092,94,1316062.33090659,"0-0.092-94"
"460",0,0.092,98,1009968.3123159,"0-0.092-98"
"461",0,0.092,102,756442.495902349,"0-0.092-102"
"462",0,0.092,105,556314.747154031,"0-0.092-105"
"463",0,0.092,108,404055.60133032,"0-0.092-108"
"464",0,0.092,110,291526.143182411,"0-0.092-110"
"465",0,0.092,112,210239.306129812,"0-0.092-112"
"466",0,0.092,113,152519.342423902,"0-0.092-113"
"467",0,0.092,115,111938.483486068,"0-0.092-115"
"468",0,0.092,116,83365.0503808924,"0-0.092-116"
"469",0,0.093,11,1834574.83373352,"0-0.093-11"
"470",0,0.093,29,2058462.02406928,"0-0.093-29"
"471",0,0.093,43,2326415.0965444,"0-0.093-43"
"472",0,0.093,56,2506638.14272222,"0-0.093-56"
"473",0,0.093,66,2556885.74549908,"0-0.093-66"
"474",0,0.093,75,2350270.26475486,"0-0.093-75"
"475",0,0.094,82,2047327.97819629,"0-0.094-82"
"476",0,0.094,88,1686509.67390428,"0-0.094-88"
"477",0,0.094,94,1335457.60174596,"0-0.094-94"
"478",0,0.094,98,1024775.64811021,"0-0.094-98"
"479",0,0.094,102,767254.277352005,"0-0.094-102"
"480",0,0.094,105,563860.702132527,"0-0.094-105"
"481",0,0.094,108,409047.422736698,"0-0.094-108"
"482",0,0.094,110,294581.892312251,"0-0.094-110"
