YearsClosed,Label,Months.closed,F.Mortality,Selectivity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,CatchTotal,RevenueTotal,Biomass,Profit
19,19-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
19,19-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
19,19-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
19,19-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
19,19-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,159000.8437,121499.8396,92705.21336,70581.96941,53581.19718,40519.984,30494.99828,22818.42869,16962.79851,12511.14451,9093.321189,6421.670046,4364.850593,2867.97767,63968.77472,0,0,5043867671,0
19,19-0.576057-32,0,0.318057,32,18,359420.2257,274558.5907,209951.2851,160618.5764,122843.2938,93870.19677,71623.60583,54531.29304,41396.57747,31305.54645,23560.29027,17629.40921,13105.37726,9666.050596,7025.456594,4961.35166,3372.262757,98843.9407,0,0,5717446002,0
19,19-0.576057-32,0,0.318057,32,19,363949.3308,277686.3527,212122.6581,162207.3619,124093.1463,94908.14305,72523.66646,55336.05637,42130.617,31982.79838,24186.51592,18202.56793,13620.3975,10125.15198,7467.944603,5427.834268,3833.116637,152732.7146,0,0,6685206202,0
19,19-0.576057-32,0,0.318057,32,20,368887.5907,281185.5177,214539.1521,119236.3531,91178.44571,69754.04859,53348.85463,40766.30745,31104.973,23682.05814,17977.86372,13595.49224,10231.85281,7656.167143,5691.453271,4197.809358,3051.042113,171705.2958,1517633.359,6404522.116,5995185504,5895176.49
2,2-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
2,2-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
2,2-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
2,2-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,59374.05734,45956.69134,30178.15222,17000.59319,9579.012088,5398.467489,3043.14028,1715.870828,967.762274,545.9911796,308.1398724,173.9679506,98.25729681,55.52023385,105.217835,211297.8886,842230.9626,902111013,332885.3374
2,2-0.576057-32,0,0.318057,32,4,230361.8716,183768.7577,124908.8111,59713.02297,33374.77536,25832.73434,16963.45334,9556.210305,5384.462355,3034.534741,1710.580812,964.5088444,543.9892428,306.9073225,173.2086281,97.78919497,55.2314488,118.2880795,194403.4771,780696.2041,865194567.1,271350.5789
2,2-0.576057-32,0,0.318057,32,5,220952.4721,177976.4837,141978.866,70212.5423,33565.31147,18760.30846,14520.84873,9535.333608,5371.645235,3026.66231,1705.743549,961.5352714,542.1604562,305.782013,172.5157991,97.36237194,54.96832389,132.9819203,184279.5543,732166.679,853882033.3,222821.0538
2,2-0.576057-32,0,0.318057,32,6,215196.3722,170706.8265,137503.7827,79807.79773,39467.20051,18867.41079,10545.36457,8162.320149,5359.910226,3019.457673,1701.318374,958.8161956,540.4889798,304.7540331,171.8832509,96.9729255,54.72840222,149.5010419,182160.5736,713355.5142,851861112.8,204009.889
2,2-0.576057-32,0,0.318057,32,7,214681.9144,166259.6911,131887.2802,77292.30685,44860.79342,22184.92403,10605.5679,5927.659137,4588.125076,3012.861303,1697.268573,956.3287583,538.9605591,303.8144788,171.3054126,96.61736359,54.50949033,168.0721821,182273.1351,710071.1166,849876358,200725.4914
2,2-0.576057-32,0,0.318057,32,8,215870.4375,165862.2235,128451.4446,74135.21238,43446.80983,25216.71872,12470.37661,5961.500057,3331.998872,2579.03284,1693.560684,954.052323,537.5623447,302.9553376,170.7772794,96.2925547,54.30962528,188.9502444,182152.6046,712256.3939,845746144.7,202910.7687
2,2-0.576057-32,0,0.318057,32,9,216224.098,166780.4707,128144.363,72203.89344,41672.17418,24421.90383,14174.57994,7009.728432,3351.021206,1872.951232,1449.701192,951.9680803,536.2827367,302.1693867,170.2943472,95.99568553,54.12704683,212.4217964,181224.0046,710735.2917,841036580.3,201389.6665
2,2-0.576057-32,0,0.318057,32,10,215713.9909,167053.7072,128853.7965,72031.27968,40586.55971,23424.36266,13727.80623,7967.678859,3940.241281,1883.643884,1052.805374,814.8921225,535.1111622,301.4501058,169.852556,95.7242243,53.96017357,238.8090036,180067.796,706816.1161,837176625.3,197470.4909
2,2-0.576057-32,0,0.318057,32,11,214960.2838,166659.6009,129064.8977,72430.05961,40489.53172,22814.12748,13167.07796,7716.542703,4478.715182,2214.850618,1058.815824,591.792854,458.0593402,300.7915516,169.4482407,95.4758889,53.80758239,268.474051,179160.6632,702815.1821,834388118.2,193469.5569
2,2-0.576057-32,0,0.318057,32,12,214420.9765,166077.2904,128760.413,72548.72176,40713.69007,22759.58703,12824.05841,7401.351512,4337.548936,2517.5324,1244.990576,595.1713908,332.6529202,257.4799208,169.0780606,95.24861906,53.66799048,301.8241145,178551.9153,699934.4265,832304124.6,190588.8013
2,2-0.576057-32,0,0.318057,32,13,214135.3141,165660.6241,128310.5227,72377.56779,40780.3913,22885.58877,12793.40066,7208.536655,4160.376688,2438.181385,1415.131155,699.8221555,334.5520309,186.9876674,144.7321423,95.04053693,53.54023974,339.3169499,178118.4414,698082.5246,830601040.2,188736.8994
2,2-0.576057-32,0,0.318057,32,14,213970.6877,165439.9227,127988.6084,72124.67976,40684.18387,22923.08223,12864.22755,7191.303615,4051.993451,2338.591021,1370.527123,795.4599451,393.3773146,188.0551773,105.1077132,81.35544297,53.42327461,381.4671756,177758.879,696733.9692,829194376.2,187388.344
2,2-0.576057-32,0,0.318057,32,15,213835.3268,165312.7331,127818.0955,71943.72835,40542.03288,22869.00303,12885.30301,7231.116145,4042.30658,2277.667676,1314.546344,770.3875549,447.1363111,221.1214812,105.7077717,59.08213916,45.73074092,428.8533363,177452.2274,695622.852,828128166.3,186277.2268
2,2-0.576057-32,0,0.318057,32,16,213716.5312,165208.1539,127719.8294,71847.88128,40440.31821,22789.09848,12854.90453,7242.962882,4064.685618,2272.222585,1280.300697,738.9201763,433.0428597,251.3399725,124.2946851,59.41943824,33.21068511,482.1258443,177216.8432,694743.8779,827515420.9,185398.2527
2,2-0.576057-32,0,0.318057,32,17,213649.1809,165116.373,127639.032,71792.64492,40386.44157,22731.9236,12809.98935,7225.875581,4071.344791,2284.802075,1277.239955,719.6703423,415.3547188,243.4178968,141.2808135,69.86733567,33.40028443,542.0159062,177084.1639,694245.8284,827375373.5,184900.2032
2,2-0.576057-32,0,0.318057,32,18,213652.877,165064.3385,127568.1225,71747.22787,40355.39264,22701.63899,12777.85076,7200.62829,4061.739842,2288.545266,1284.311017,717.9498671,404.5341868,233.4752088,136.8277323,79.41541513,39.27315628,609.34556,177059.1622,694186.7109,827543654.6,184841.0857
2,2-0.576057-32,0,0.318057,32,19,213703.663,165067.1941,127527.9209,71707.36889,40329.86324,22684.18606,12760.82746,7182.562853,4047.548077,2283.146223,1286.415104,721.9245847,403.5670899,227.3928752,131.2388439,76.9122919,44.64023108,685.0389578,177101.8273,694411.7219,827994865.7,185066.0967
2,2-0.576057-32,0,0.318057,32,20,213793.4448,165106.4311,127530.1272,71684.77114,40307.45809,22669.83572,12751.01699,7172.99388,4037.393307,2275.168885,1283.380246,723.1073137,405.80132,226.8492599,127.8199009,73.77071958,43.23319947,770.1350507,177205.3039,694888.228,828779854.7,185542.6028
20,20-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
20,20-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
20,20-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
20,20-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
20,20-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
20,20-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
20,20-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
20,20-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
20,20-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
20,20-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
20,20-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
20,20-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
20,20-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
20,20-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
20,20-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
20,20-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
20,20-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
20,20-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,159000.8437,121499.8396,92705.21336,70581.96941,53581.19718,40519.984,30494.99828,22818.42869,16962.79851,12511.14451,9093.321189,6421.670046,4364.850593,2867.97767,63968.77472,0,0,5043867671,0
20,20-0.576057-32,0,0.318057,32,18,359420.2257,274558.5907,209951.2851,160618.5764,122843.2938,93870.19677,71623.60583,54531.29304,41396.57747,31305.54645,23560.29027,17629.40921,13105.37726,9666.050596,7025.456594,4961.35166,3372.262757,98843.9407,0,0,5717446002,0
20,20-0.576057-32,0,0.318057,32,19,363949.3308,277686.3527,212122.6581,162207.3619,124093.1463,94908.14305,72523.66646,55336.05637,42130.617,31982.79838,24186.51592,18202.56793,13620.3975,10125.15198,7467.944603,5427.834268,3833.116637,152732.7146,0,0,6685206202,0
20,20-0.576057-32,0,0.318057,32,20,368887.5907,281185.5177,214539.1521,163884.9543,125320.6344,95873.77315,73325.57881,56031.43892,42752.37332,32549.91382,24709.75754,18686.38688,14063.2172,10523.05417,7822.644146,5769.698394,4193.518876,236001.1342,0,0,8119281358,0
21,21-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
21,21-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
21,21-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
21,21-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
21,21-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
21,21-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
21,21-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
21,21-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
21,21-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
21,21-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
21,21-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
21,21-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
21,21-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
21,21-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
21,21-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
21,21-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
21,21-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
21,21-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,159000.8437,121499.8396,92705.21336,70581.96941,53581.19718,40519.984,30494.99828,22818.42869,16962.79851,12511.14451,9093.321189,6421.670046,4364.850593,2867.97767,63968.77472,0,0,5043867671,0
21,21-0.576057-32,0,0.318057,32,18,359420.2257,274558.5907,209951.2851,160618.5764,122843.2938,93870.19677,71623.60583,54531.29304,41396.57747,31305.54645,23560.29027,17629.40921,13105.37726,9666.050596,7025.456594,4961.35166,3372.262757,98843.9407,0,0,5717446002,0
21,21-0.576057-32,0,0.318057,32,19,363949.3308,277686.3527,212122.6581,162207.3619,124093.1463,94908.14305,72523.66646,55336.05637,42130.617,31982.79838,24186.51592,18202.56793,13620.3975,10125.15198,7467.944603,5427.834268,3833.116637,152732.7146,0,0,6685206202,0
21,21-0.576057-32,0,0.318057,32,20,368887.5907,281185.5177,214539.1521,163884.9543,125320.6344,95873.77315,73325.57881,56031.43892,42752.37332,32549.91382,24709.75754,18686.38688,14063.2172,10523.05417,7822.644146,5769.698394,4193.518876,236001.1342,0,0,8119281358,0
3,3-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
3,3-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
3,3-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
3,3-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
3,3-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,59713.02297,45872.11361,35505.92062,23315.49652,13134.57724,7400.699068,4170.830243,2351.115671,1325.673621,747.6885187,421.8301821,238.0673962,134.4068091,75.91311903,162.5815954,257711.3964,1042197.579,1070205821,532851.954
3,3-0.576057-32,0,0.318057,32,5,248246.9755,201047.301,141978.866,70212.5423,33565.31147,25785.19231,19958.24738,13105.88317,7383.082519,4160.009943,2344.467073,1321.58658,745.1749345,420.2834953,237.1151341,133.8201603,75.55146578,182.7776125,231354.1951,935058.3808,1005562037,425712.7556
3,3-0.576057-32,0,0.318057,32,6,236580.4801,191794.4297,155328.1862,79807.79773,39467.20051,18867.41079,14494.12487,11218.7385,7366.953282,4150.107497,2338.38487,1317.849333,742.8775662,418.8705835,236.2457253,133.2848838,75.22170434,205.4823952,215227.6356,855874.5513,974234315.3,346528.9261
3,3-0.576057-32,0,0.318057,32,7,229755.9595,182780.9509,148179.4619,87311.58949,44860.79342,22184.92403,10605.5679,8147.298385,6306.16963,4141.041085,2332.818602,1314.430464,740.7768212,417.5792088,235.4515129,132.7961801,74.92081989,231.0075844,208768.9302,819761.6995,956319474.3,310416.0743
3,3-0.576057-32,0,0.318057,32,8,227747.3862,177508.3589,141215.6912,83293.21719,49078.75284,25216.71872,12470.37661,5961.500057,4579.681187,3544.763558,2327.722277,1311.301607,738.855039,416.3983582,234.7256178,132.349745,74.64611445,259.7035331,205355.8676,803026.0454,941276352.1,293680.4202
3,3-0.576057-32,0,0.318057,32,9,227299.9565,175956.5447,137142.1117,79378.80924,46819.98396,27587.67759,14174.57994,7009.728432,3351.021206,2574.286442,1992.548476,1308.43691,737.0962759,415.3181045,234.0618494,131.9417118,74.39516865,291.9641158,202296.5679,793653.4558,926370382.9,284307.8306
3,3-0.576057-32,0,0.318057,32,10,226272.8608,175610.8627,135943.1875,77089.00783,44619.65453,26318.0001,15507.32059,7967.678859,3940.241281,1883.643884,1447.033192,1120.032229,735.4859999,414.3294855,233.4546275,131.5686007,74.16580894,328.2321342,198980.6957,782391.2511,912562972.5,273045.6259
3,3-0.576057-32,0,0.318057,32,11,224697.8012,174817.3334,135676.1152,76415.08005,43332.53334,25081.17203,14793.62167,8716.826243,4478.715182,2214.850618,1058.815824,813.3924121,629.5817685,413.4243326,232.8989145,131.227275,73.95607929,369.0053951,195830.6644,770287.2711,900835793.1,260941.6459
3,3-0.576057-32,0,0.318057,32,12,223082.4891,173600.4499,135063.0383,76264.95593,42953.71152,24357.66782,14098.38774,8315.648653,4899.818721,2517.5324,1244.990576,595.1713908,457.2163374,353.8944623,232.3901186,130.9149029,73.76421655,414.8435435,193196.7105,759346.6681,891196635,250001.0429
3,3-0.576057-32,0,0.318057,32,13,221768.9932,172352.4675,134122.8799,75920.33901,42869.32519,24144.72813,13691.6985,7924.850431,4674.312624,2754.239081,1415.131155,699.8221555,334.5520309,257.0060601,198.9277592,130.6289034,73.58862895,466.3757436,191075.9348,750437.7981,883194191.2,241092.1729
3,3-0.576057-32,0,0.318057,32,14,220772.5674,171337.6667,133158.6946,75391.86618,42675.61243,24097.2937,13572.00289,7696.246174,4454.640877,2627.479757,1548.186442,795.4599451,393.3773146,188.0551773,144.4657803,111.8193631,73.42786569,524.3093153,189332.9596,743339.28,876433615.8,233993.6548
3,3-0.576057-32,0,0.318057,32,15,219979.1142,170567.8329,132374.6644,74849.88762,42378.55236,23988.40574,13545.3395,7628.964025,4326.140046,2503.999983,1476.933708,870.2517066,447.1363111,221.1214812,105.7077717,81.20571811,62.85482734,589.4394421,187856.8661,737491.0035,870732001.4,228145.3783
3,3-0.576057-32,0,0.318057,32,16,219308.5221,169954.8148,131779.8945,74409.17609,42073.90057,23821.42519,13484.13244,7613.976257,4288.32005,2431.768329,1407.524442,830.1998032,489.1775384,251.3399725,124.2946851,59.41943824,45.64657901,662.6600859,186605.2622,732571.629,866125714.8,223226.0038
3,3-0.576057-32,0,0.318057,32,17,218757.1353,169436.7186,131306.2796,74074.84972,41826.17203,23650.17725,13390.27094,7579.571135,4279.89527,2410.509316,1366.922278,791.1841328,466.6639468,274.9717837,141.2808135,69.86733567,33.40028443,744.9762571,185593.598,728586.8231,862596105.5,219241.1979
3,3-0.576057-32,0,0.318057,32,18,218337.6777,169010.7197,130906.0009,73808.62587,41638.2437,23510.92646,13294.01069,7526.810605,4260.555793,2405.773659,1354.972365,768.3612339,444.7328325,262.3166596,154.5645004,79.41541513,39.27315628,837.5178097,184822.2439,725552.7866,859998564.1,216207.1614
3,3-0.576057-32,0,0.318057,32,19,218041.5562,168686.6488,130576.8762,73583.62506,41488.59651,23405.28999,13215.73637,7472.701717,4230.89855,2394.902738,1352.310403,761.6440637,431.9038436,249.9889521,147.4509235,86.88231378,44.64023108,941.5549488,184258.017,723358.1429,858111234.9,214012.5177
3,3-0.576057-32,0,0.318057,32,20,217837.2658,168457.8668,130326.5006,73398.62066,41362.12121,23321.17174,13156.35701,7428.702909,4200.483381,2378.232093,1346.199746,760.1477472,428.1280523,242.777644,140.5213909,82.88369819,48.8374525,1058.515665,183849.1031,721793.8542,856969721.3,212448.229
4,4-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
4,4-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
4,4-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
