YearsClosed,Label,Months.closed,F.Mortality,Selectivity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,CatchTotal,RevenueTotal,Biomass,Profit
15,15-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
15,15-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
15,15-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
15,15-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
15,15-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
15,15-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
15,15-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
15,15-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
15,15-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
15,15-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
15,15-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
15,15-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
15,15-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
15,15-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
15,15-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
15,15-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
15,15-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,114417.7178,87301.50569,66467.80673,50457.99498,38158.10876,28717.47089,21488.36198,15974.05148,11781.88059,8563.279267,6047.356386,4110.427182,2700.805703,2074.784693,30120.04475,944892.3682,3941698.482,3402133867,3432352.857
15,15-0.576057-32,0,0.318057,32,17,341554.1027,271748.0984,207894.8584,115682.8631,64315.38956,49073.08464,37362.24569,28362.96394,21449.06993,16142.38916,12078.83184,8979.180533,6622.717656,4813.508368,3399.281941,2310.513884,1518.150985,33861.58105,761800.0274,3172887.906,2882544345,2663542.281
15,15-0.576057-32,0,0.318057,32,18,331562.3404,263883.0712,209951.2851,116859.8628,65026.54093,36152.34961,27584.49143,21001.70702,15943.11712,12056.74536,9073.804893,6789.637043,5047.290797,3722.698497,2705.723134,1910.771745,1298.763893,38067.894,641923.7337,2655045.519,2566745857,2145699.894
15,15-0.576057-32,0,0.318057,32,19,323611.6799,256163.4833,203874.8027,118015.8017,65688.1447,36552.09519,20321.61184,15505.52962,11805.27802,8961.792005,6777.222008,5100.480134,3816.525621,2837.134669,2092.567556,1520.915124,1074.064678,42796.71856,569798.2436,2343063.591,2390325593,1833717.965
15,15-0.576057-32,0,0.318057,32,20,318549.0271,250020.8409,197910.6858,114600.1477,66337.90998,36923.98956,20546.313,11422.98944,8715.819519,6635.869596,5037.516525,3809.547001,2867.032949,2145.308759,1594.782915,1176.253994,854.9222146,48112.96151,529768.5278,2171481.336,2309622692,1662135.71
16,16-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
16,16-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
16,16-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
16,16-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
16,16-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
16,16-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
16,16-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
16,16-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
16,16-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
16,16-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
16,16-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
16,16-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
16,16-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
16,16-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
16,16-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
16,16-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
16,16-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
16,16-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,115682.8631,88398.58321,67448.72706,51352.71057,38983.60634,29480.7729,22186.98109,16601.80601,12341.47601,9102.624766,6615.948733,4672.158711,3175.696442,2086.629609,46541.20593,1028679.566,4301255.424,3754832249,3791909.799
16,16-0.576057-32,0,0.318057,32,18,346710.5064,274558.5907,209951.2851,116859.8628,65026.54093,49689.76332,37913.63121,28865.89288,21913.09071,16571.44916,12471.5329,9332.047886,6937.272068,5116.680085,3718.893615,2626.269021,1785.09201,52322.59214,842855.1498,3521059.923,3241276823,3011714.298
16,16-0.576057-32,0,0.318057,32,19,338686.0496,267866.8842,212122.6581,118015.8017,65688.1447,36552.09519,27931.13294,21311.64656,16225.81871,12317.57627,9314.983984,7010.378398,5245.641207,3899.512805,2876.13911,2090.428792,1476.25314,58822.14681,724349.6336,3009180.082,2943626559,2499834.457
16,16-0.576057-32,0,0.318057,32,20,332801.6395,261667.2271,206952.6776,119236.3531,66337.90998,36923.98956,20546.313,15700.38042,11979.49826,9120.70151,6923.837775,5236.04941,3940.606633,2948.629498,2191.956718,1616.707717,1175.051773,66129.08141,656307.0314,2714777.097,2799401820,2205431.471
17,17-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
17,17-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
17,17-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
17,17-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
17,17-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
17,17-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
17,17-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
17,17-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
17,17-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
17,17-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
17,17-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
17,17-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
17,17-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
17,17-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
17,17-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
17,17-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
17,17-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
17,17-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,159000.8437,121499.8396,92705.21336,70581.96941,53581.19718,40519.984,30494.99828,22818.42869,16962.79851,12511.14451,9093.321189,6421.670046,4364.850593,2867.97767,63968.77472,0,0,5043867671,0
17,17-0.576057-32,0,0.318057,32,18,359420.2257,274558.5907,209951.2851,116859.8628,89376.0285,68296.32392,52110.56493,39674.85934,30118.54839,22776.70458,17141.5558,12826.47617,9534.965526,7032.644494,5111.450447,3609.687544,2453.52793,71915.0276,1139899.147,4779194.29,4245758074,4269848.665
17,17-0.576057-32,0,0.318057,32,19,352524.4316,277686.3527,212122.6581,118015.8017,65688.1447,50239.19549,38390.07423,29291.89071,22301.65121,16929.9494,12803.02261,9635.446857,7209.895703,5359.703324,3953.122638,2873.199476,2029.042924,80848.37043,955749.7805,4006514.715,3755835631,3497169.09
17,17-0.576057-32,0,0.318057,32,20,346627.7,272358.695,214539.1521,119236.3531,66337.90998,36923.98956,28239.97447,21579.46013,16465.27652,12535.99017,9516.500699,7196.712213,5416.184925,4052.757386,3012.745001,2222.091363,1615.055318,90891.42033,842656.471,3517943.181,3500443456,3008597.556
18,18-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
18,18-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
18,18-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
18,18-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
18,18-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
18,18-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
18,18-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
18,18-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
18,18-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
18,18-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
18,18-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
18,18-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
18,18-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
18,18-0.576057-32,0,0.318057,32,13,341010.3888,260193.2724,198100.5482,150384.9301,113726.3683,85589.50575,64043.88077,47609.0383,35114.69865,25521.98426,18023.53161,12250.71081,8049.477133,6183.685085,4786.294209,3142.992043,1770.576566,11221.21684,0,0,3631950369,0
18,18-0.576057-32,0,0.318057,32,14,344781.0261,263463.0005,201024.0816,153051.539,116186.68,87864.44988,66126.04406,49479.99693,36782.516,27129.44875,19718.16336,13924.89459,9464.840758,6218.987654,4777.485613,3697.868086,2428.260667,17338.91726,0,0,3897642699,0
18,18-0.576057-32,0,0.318057,32,15,348288.9542,266376.1769,203550.258,155310.247,118246.8893,89765.27498,67883.65505,51088.66636,38228.00971,28417.99648,20960.08276,15234.15899,10758.30716,7312.490842,4804.76021,3691.062606,2856.955252,26791.92961,0,0,4195703855,0
18,18-0.576057-32,0,0.318057,32,16,351734.1126,269086.3854,205800.9642,157261.9588,119991.9563,91356.98291,69352.22345,52446.58823,39470.86005,29534.77804,21955.60859,16193.66,11769.8386,8311.816821,5649.59556,3712.13483,2851.697371,41398.63415,0,0,4560269299,0
18,18-0.576057-32,0,0.318057,32,17,355371.842,271748.0984,207894.8584,159000.8437,121499.8396,92705.21336,70581.96941,53581.19718,40519.984,30494.99828,22818.42869,16962.79851,12511.14451,9093.321189,6421.670046,4364.850593,2867.97767,63968.77472,0,0,5043867671,0
18,18-0.576057-32,0,0.318057,32,18,359420.2257,274558.5907,209951.2851,160618.5764,122843.2938,93870.19677,71623.60583,54531.29304,41396.57747,31305.54645,23560.29027,17629.40921,13105.37726,9666.050596,7025.456594,4961.35166,3372.262757,98843.9407,0,0,5717446002,0
18,18-0.576057-32,0,0.318057,32,19,363949.3308,277686.3527,212122.6581,118015.8017,90285.37284,69051.49348,52765.41423,40260.37401,30652.60716,23269.44689,17597.17336,13243.48428,9909.674335,7366.668903,5433.387605,3949.082244,2788.827386,111122.4149,1294884.033,5445832.973,4950783022,4936487.348
18,18-0.576057-32,0,0.318057,32,20,358918.7171,281185.5177,214539.1521,119236.3531,66337.90998,50750.3474,38814.5629,29659.98831,22630.7751,17230.14939,13079.99819,9891.554227,7444.300301,5570.331044,4140.881233,3054.163702,2219.820216,124926.131,1117954.665,4704478.398,4517458202,4195132.773
19,19-0.576057-32,0,0.318057,32,0,176958.3485,136969.2517,89942.91813,50668.54161,28549.27279,16089.58414,9069.770577,5113.978758,2884.317182,1627.271266,918.3795983,518.4938104,292.8458952,165.472419,93.54518456,52.91112366,29.94503413,39.19888407,130012.7954,509345.6252,586703772.3,0
19,19-0.576057-32,0,0.318057,32,1,177968.6012,136717.1764,105821.7908,69489.46971,39146.27366,22057.03204,12430.736,7007.261504,3951.035606,2228.409703,1257.222021,709.5356989,400.5858458,226.2513424,127.8432019,72.27256358,40.87888187,60.56974187,0,0,768035043.6,0
19,19-0.576057-32,0,0.318057,32,2,209261.3523,137497.6927,105627.0386,81757.41103,53687.23298,30244.22439,17041.15779,9603.927361,5413.776828,3052.551271,1721.658712,971.3237395,548.183898,309.4907145,174.8007084,98.77104828,55.83743803,93.59178756,0,0,966848861.7,0
19,19-0.576057-32,0,0.318057,32,3,237859.0367,161674.3231,106230.0618,81606.9464,63165.38595,41478.50023,23366.54356,13165.91726,7419.948489,4182.658165,2358.386558,1330.145312,750.4400899,423.5242659,239.1110504,135.0501939,76.31004097,144.6171377,0,0,1176838499,0
19,19-0.576057-32,0,0.318057,32,4,260223.3261,183768.7577,124908.8111,82072.83928,63049.1377,48801.27602,32046.09151,18052.88015,10171.9249,5732.616825,3231.501756,1822.07821,1027.663926,579.7864355,327.2128285,184.7360575,104.3391359,223.4610221,0,0,1397737638,0
19,19-0.576057-32,0,0.318057,32,5,276613.108,201047.301,141978.866,96503.95194,63409.08431,48711.46317,37703.63318,24758.65751,13947.56913,7858.780678,4428.992426,2496.642849,1407.728938,793.9682495,447.9402357,252.8030712,142.7261972,345.2898404,0,0,1630470486,0
19,19-0.576057-32,0,0.318057,32,6,289751.1999,213709.9684,155328.1862,109692.1949,74558.49315,48989.55621,37634.2442,29129.64722,19128.42074,10775.82541,6071.656482,3421.818432,1928.894361,1087.604665,613.416084,346.0764904,195.3144475,533.5385688,0,0,1874035194,0
19,19-0.576057-32,0,0.318057,32,7,301137.9561,223860.3956,165111.3026,120005.8161,84747.66681,57603.53632,37849.09755,29076.03763,22505.42656,14778.52666,8325.351331,4690.932849,2643.680605,1490.254587,840.2781788,473.9223418,267.3770464,824.4187089,0,0,2125250454,0
19,19-0.576057-32,0,0.318057,32,8,310928.4058,232657.7491,172953.4743,127564.2052,92715.92131,65475.64331,44504.21751,29242.03231,22464.00804,17387.58526,11417.81924,6432.126744,3624.192353,2042.495031,1151.363588,649.1949146,366.1501417,1273.883927,0,0,2379981707,0
19,19-0.576057-32,0,0.318057,32,9,319192.7922,240221.8039,179750.2676,133623.0296,98555.4967,71631.87874,50586.16984,34383.74626,22592.25474,17355.58551,13433.56547,8821.352705,4969.430455,2800.033732,1578.021923,889.5380189,501.5648957,1968.393297,0,0,2634426696,0
19,19-0.576057-32,0,0.318057,32,10,326098.0841,246606.8294,185594.2203,138874.1997,103236.5156,76143.50685,55342.44799,39082.63363,26564.71842,17454.66829,13408.84261,10378.70863,6815.33504,3839.358276,2163.292711,1219.172214,687.2528322,3041.542553,0,0,2886037700,0
19,19-0.576057-32,0,0.318057,32,11,331880.4193,251941.825,190527.2606,143389.2097,107293.5446,79760.03971,58828.11035,42757.31145,30195.0564,20523.77479,13485.3935,10359.60787,8018.540803,5265.495357,2966.269898,1671.349634,941.9266393,4699.762549,0,0,3134211823,0
19,19-0.576057-32,0,0.318057,32,12,336778.2527,256409.2296,194649.0527,147200.4531,110781.8198,82894.48098,61622.22639,45450.31757,33034.09496,23328.55661,15856.57055,10418.75072,8003.783647,6195.086392,4068.096608,2291.72598,1291.276759,7262.028275,0,0,3380984856,0
