"","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"300","82-0.576057",0,0.318057,82,5,261068.66102381,190678.609062757,135259.22742123,93016.2874175626,63409.0843130884,48711.4631723803,37703.6331751042,18013.4414444196,7383.0825189093,3026.66230956772,1241.03302187498,508.984339071888,286.990180889059,161.864323071574,91.3204565438371,51.5383304238088,29.097233183028,70.3933769658056,91826.1926594226,395770.890362111,1352688320.25857,223868.237002246
"301","82-0.576057",0,0.318057,82,6,271412.452194789,201700.402759535,147317.384226667,104500.634204109,71863.9401670965,48989.5562125583,37634.2441959333,21193.6044759723,10125.5428475843,4150.10749740026,1701.31837357432,697.597573291856,286.105392460602,161.320166520893,90.985620033432,51.3321787204649,28.9702317355297,79.1376991290273,115575.736250194,498131.423238336,1490832299.40536,326228.769878471
"302","82-0.576057",0,0.318057,82,7,279905.414527401,209691.966500144,155832.769486064,113816.708659988,80736.6917382446,55521.7375335163,37849.0975528569,21154.600208858,11913.1455740064,5691.67298068001,2332.8186019682,956.328758286542,392.126853745967,160.822817739927,90.6797439748945,51.1439636343303,28.8543517182797,88.9682480566128,131217.41036928,565547.038691598,1628193831.98631,393644.385331732
"303","82-0.576057",0,0.318057,82,8,287681.315894188,216253.588704784,162007.013529137,120395.654710951,87934.2464448097,62376.7830930546,42895.829696687,21275.3715161171,11891.2208696614,6696.50307140392,3199.34859855259,1311.3016067892,537.562344668305,220.41858417472,90.4001790507015,50.9720275194948,28.7485540601755,100.019955714882,141566.600095337,610152.046410902,1767670293.71972,438249.393051037
"304","82-0.576057",0,0.318057,82,9,294894.700588122,222261.213026097,167076.491559329,125165.846220494,93017.1087960729,67937.5795421756,48192.0052118621,24112.192160318,11959.1076779753,6684.17896698719,3764.17404679135,1798.38713323925,737.096275945838,302.169386731651,123.899579397494,50.814881167015,28.6519069812047,112.444515428035,155340.416810176,669517.196451857,1901182845.14245,497614.543091992
"305","82-0.576057",0,0.318057,82,10,301079.980816483,227834.239647984,171717.953466265,129082.500775891,96702.5360125824,71864.5747602174,52488.2500351701,27089.2275187583,13553.714076336,6722.33884823415,3757.24653947884,2115.88139413292,1010.89211799666,414.329485451903,169.852556049329,69.6452426293946,28.5635733815266,126.412463987566,171998.626858738,741314.081761159,2022145327.60442,569411.428401294
"306","82-0.576057",0,0.318057,82,11,306091.036328991,232612.957661661,176023.647262739,132668.472115195,99728.5246478921,74711.9182559697,55522.2278171358,29504.1914320306,15227.1366243633,7618.68369502272,3778.6966057428,2111.98737019884,1189.35894525231,568.232976838047,232.898914452599,95.4758888997291,39.1483154704344,142.115522403003,189211.904575828,815503.308721818,2127903827.25417,643600.655361953
"307","82-0.576057",0,0.318057,82,12,310054.695175854,236484.475258447,179715.66201569,135995.030613264,102499.029007111,77049.7826480198,57722.0718261248,31209.62190875,16584.6129652756,8559.33191954135,4282.54136968604,2124.0446756121,1187.17007388558,668.551037205647,319.409668171233,130.914902891929,53.6679904807911,159.769227422583,204934.794583814,883268.964656237,2218932521.1296,711366.311296372
"308","82-0.576057",0,0.318057,82,13,313199.905393197,239546.779185231,182706.778051985,138847.463608262,105069.112242044,79190.2611064837,59528.2947087352,32446.1771133591,17543.2531795222,9322.38349393928,4811.28952318328,2407.2610594208,1193.94761070246,667.320649837407,375.79949361202,179.543497614244,73.5886289529764,179.615889943558,218371.102864041,941179.453344017,2297079401.07413,769276.799984152
"309","82-0.576057",0,0.318057,82,14,315736.020695123,241976.753603125,185072.699465081,141158.385596583,107272.888373884,81175.8951599107,61182.018160172,33461.4737876004,18238.3337251418,9861.24513205113,5240.20875193378,2704.47589759243,1353.14648662194,671.130373795608,375.107880071394,211.240805173727,100.923267977833,201.927920918619,229674.348298726,989896.441167508,2364109523.27134,817993.787807642
